payout_id,duplicate_number,owner_name,class_name,leader_user_id,leader_name,timezone,first_meeting_of_week_date,meetings,hours_taught,status,paid_period,payout_date,payout_dollars,num_enrollments,section_link,loaded_at
00668776-60ca-46d7-b5ac-b1c0d37d9e49d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-276e682f90-55ae-493d-af4d-fd06d3415856,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,02/21/23 06:30pm,Topher - DnD with Toph Tue Feb 21 @ 06:30pm,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:19:00+00,$51.80,3,https://outschool.com/sections/00668776-60ca-46d7-b5ac-b1c0d37d9e49/learners,2023-07-17 22:15:07.544824+00
045a6e91-ba93-4b37-ad87-96430441b8b4d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-27fea943de-9110-4b85-ab30-aab805e43f74,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,02/26/23 05:00pm,Topher - DnD with Toph Sun Feb 26 @ 05:00pm,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:19:00+00,$67.20,4,https://outschool.com/sections/045a6e91-ba93-4b37-ad87-96430441b8b4/learners,2023-07-17 22:15:07.544824+00
cb116d0f-a31c-46b4-bf54-3dbaf2d66c168c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-27117ff34d-644a-49e1-a8f8-120a70ccdd73,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,02/22/23 03:00pm,Topher - DnD with Toph Wed Feb 22 @ 03:00pm,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:20:00+00,$99.40,5,https://outschool.com/sections/cb116d0f-a31c-46b4-bf54-3dbaf2d66c16/learners,2023-07-17 22:15:07.544824+00
cc540f49-2246-4f45-a34f-9570bade2a608c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-2782747b82-faf1-420b-9232-1f56f364b3c8,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,02/22/23 03:00am,Topher - DnD with Toph Wed Feb 22 @ 03:00am,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:20:00+00,$51.10,3,https://outschool.com/sections/cc540f49-2246-4f45-a34f-9570bade2a60/learners,2023-07-17 22:15:07.544824+00
ade47a9a-a688-4911-a027-25f58fc020048915cdb7-312f-450c-ac4a-123f6b4e716b25549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-273ac6b20a-ede6-4b6c-82e0-30896d798e7f,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Tomb of Annihilation | Jungle Dinosaur Adventure!,,,Europe/London,02/26/23 02:30pm,Topher - DnD with Toph Sun Feb 26 @ 02:30pm,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:21:00+00,$72.80,4,https://outschool.com/sections/ade47a9a-a688-4911-a027-25f58fc02004/learners,2023-07-17 22:15:07.544824+00
81176abf-3ea3-44ef-9594-c8cab92401e153b512a9-d0e0-4dde-8c2f-28540936625725549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-27ee52f665-e781-44bd-9a5e-43362879c009,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Ghosts of Saltmarsh - Beginner Pirate Sea Adventure!,,,Europe/London,02/25/23 06:00pm,Topher - DnD with Toph Sat Feb 25 @ 06:00pm,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:22:00+00,$19.60,1,https://outschool.com/sections/81176abf-3ea3-44ef-9594-c8cab92401e1/learners,2023-07-17 22:15:07.544824+00
7e82b256-aac6-4546-ad20-b9a8f47f6952d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-02-202023-02-271aa20cdd-7773-4c9f-991b-18728aed0437,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,02/22/23 06:00pm,Topher - DnD with Toph Wed Feb 22 @ 06:00pm,1.5000,paid,02/20/23-02/27/23,2023-03-05 08:22:00+00,$63.00,4,https://outschool.com/sections/7e82b256-aac6-4546-ad20-b9a8f47f6952/learners,2023-07-17 22:15:07.544824+00
00668776-60ca-46d7-b5ac-b1c0d37d9e49d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-02-272023-03-068ba68d68-6bc4-448e-a9cb-9bd35be545cb,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,02/28/23 06:30pm,Topher - DnD with Toph Tue Feb 28 @ 06:30pm,1.5000,paid,02/27/23-03/06/23,2023-03-12 08:20:00+00,$51.80,3,https://outschool.com/sections/00668776-60ca-46d7-b5ac-b1c0d37d9e49/learners,2023-07-17 22:15:07.544824+00
cc540f49-2246-4f45-a34f-9570bade2a608c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42023-02-272023-03-06d5cd1424-54a8-4757-8568-e48431de8a12,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,03/01/23 03:00am,Topher - DnD with Toph Wed Mar 01 @ 03:00am,1.5000,paid,02/27/23-03/06/23,2023-03-12 08:21:00+00,$31.50,2,https://outschool.com/sections/cc540f49-2246-4f45-a34f-9570bade2a60/learners,2023-07-17 22:15:07.544824+00
ade47a9a-a688-4911-a027-25f58fc020048915cdb7-312f-450c-ac4a-123f6b4e716b25549d5b-9c9f-4228-899b-fa89578c9cb42023-02-272023-03-06e459d74f-f0fd-455f-a99e-d68bfa86e81a,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Tomb of Annihilation | Jungle Dinosaur Adventure!,,,Europe/London,03/04/23 02:30pm,Topher - DnD with Toph Sat Mar 04 @ 02:30pm,1.5000,paid,02/27/23-03/06/23,2023-03-12 08:21:00+00,$72.80,4,https://outschool.com/sections/ade47a9a-a688-4911-a027-25f58fc02004/learners,2023-07-17 22:15:07.544824+00
