payout_id,duplicate_number,owner_name,class_name,leader_user_id,leader_name,timezone,first_meeting_of_week_date,meetings,hours_taught,status,paid_period,payout_date,payout_dollars,num_enrollments,section_link,loaded_at
7e82b256-aac6-4546-ad20-b9a8f47f6952d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-312dea211c-b463-475b-8bb1-4a79dd5f877c,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,10/26/22 06:00pm,Topher - DnD with Toph Wed Oct 26 @ 06:00pm,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:15:00+00,$63.00,4,https://outschool.com/sections/7e82b256-aac6-4546-ad20-b9a8f47f6952/learners,2023-07-17 22:14:44.626084+00
00668776-60ca-46d7-b5ac-b1c0d37d9e49d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-313addfc86-1290-4919-b456-0246a2d6f78c,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,10/25/22 06:30pm,Topher - DnD with Toph Tue Oct 25 @ 06:30pm,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:18:00+00,$32.20,2,https://outschool.com/sections/00668776-60ca-46d7-b5ac-b1c0d37d9e49/learners,2023-07-17 22:14:44.626084+00
045a6e91-ba93-4b37-ad87-96430441b8b4d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-315fa17c58-6dd6-47e0-9317-1c5b945fe769,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,10/30/22 04:00pm,Topher - DnD with Toph Sun Oct 30 @ 04:00pm,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:18:00+00,$47.60,3,https://outschool.com/sections/045a6e91-ba93-4b37-ad87-96430441b8b4/learners,2023-07-17 22:14:44.626084+00
dd1114eb-7ef3-491e-955e-9ec471b8698553b512a9-d0e0-4dde-8c2f-28540936625725549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-315d9c06dd-1870-4378-8352-848b31874375,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Ghosts of Saltmarsh - Beginner Pirate Sea Adventure!,,,Europe/London,10/24/22 05:30pm,Topher - DnD with Toph Mon Oct 24 @ 05:30pm,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:27:00+00,$61.60,3,https://outschool.com/sections/dd1114eb-7ef3-491e-955e-9ec471b86985/learners,2023-07-17 22:14:44.626084+00
cc540f49-2246-4f45-a34f-9570bade2a608c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-310b494a27-8712-4c89-bb29-f057538d1f08,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,10/26/22 03:00am,Topher - DnD with Toph Wed Oct 26 @ 03:00am,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:28:00+00,$40.60,2,https://outschool.com/sections/cc540f49-2246-4f45-a34f-9570bade2a60/learners,2023-07-17 22:14:44.626084+00
cb116d0f-a31c-46b4-bf54-3dbaf2d66c168c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-319884403a-b790-4e9b-8949-b713863cb870,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,10/26/22 03:00pm,Topher - DnD with Toph Wed Oct 26 @ 03:00pm,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:28:00+00,$87.50,5,https://outschool.com/sections/cb116d0f-a31c-46b4-bf54-3dbaf2d66c16/learners,2023-07-17 22:14:44.626084+00
af2ead99-b6ac-423a-ac93-28b53c4ed90f246d8fba-b8b9-48e4-a9dd-7538e8ea2a0c25549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-31c680cd02-e627-46b1-9340-e419d20100c3,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Lost Mine of Phandelver - Beginner Starter Adventure!,,,Europe/London,10/24/22 03:00am,Topher - DnD with Toph Mon Oct 24 @ 03:00am,1.2500,paid,10/24/22-10/31/22,2022-11-06 08:29:00+00,$21.00,2,https://outschool.com/sections/af2ead99-b6ac-423a-ac93-28b53c4ed90f/learners,2023-07-17 22:14:44.626084+00
ade47a9a-a688-4911-a027-25f58fc020048915cdb7-312f-450c-ac4a-123f6b4e716b25549d5b-9c9f-4228-899b-fa89578c9cb42022-10-242022-10-314c521350-6888-45c8-9228-c16ceb27cf20,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Tomb of Annihilation | Jungle Dinosaur Adventure!,,,Europe/London,10/30/22 01:30pm,Topher - DnD with Toph Sun Oct 30 @ 01:30pm,1.5000,paid,10/24/22-10/31/22,2022-11-06 08:29:00+00,$53.20,3,https://outschool.com/sections/ade47a9a-a688-4911-a027-25f58fc02004/learners,2023-07-17 22:14:44.626084+00
7e82b256-aac6-4546-ad20-b9a8f47f6952d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42022-10-312022-11-07d91fb237-e3f4-4c4d-952a-99b4024380ab,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,11/02/22 05:00pm,Topher - DnD with Toph Wed Nov 02 @ 05:00pm,1.5000,paid,10/31/22-11/07/22,2022-11-13 08:15:00+00,$63.00,4,https://outschool.com/sections/7e82b256-aac6-4546-ad20-b9a8f47f6952/learners,2023-07-17 22:14:44.626084+00
00668776-60ca-46d7-b5ac-b1c0d37d9e49d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42022-10-312022-11-0789151f94-1297-419d-8f06-6bc2edf0a766,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,11/01/22 05:30pm,Topher - DnD with Toph Tue Nov 01 @ 05:30pm,1.5000,paid,10/31/22-11/07/22,2022-11-13 08:16:00+00,$32.20,2,https://outschool.com/sections/00668776-60ca-46d7-b5ac-b1c0d37d9e49/learners,2023-07-17 22:14:44.626084+00
