payout_id,duplicate_number,owner_name,class_name,leader_user_id,leader_name,timezone,first_meeting_of_week_date,meetings,hours_taught,status,paid_period,payout_date,payout_dollars,num_enrollments,section_link,loaded_at
00668776-60ca-46d7-b5ac-b1c0d37d9e49d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-01aefa76f9-05e1-4b0b-9ad1-9fe9d6880538,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,04/25/23 06:30pm,Topher - DnD with Toph Tue Apr 25 @ 06:30pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:19:00+00,$35.70,2,https://outschool.com/sections/00668776-60ca-46d7-b5ac-b1c0d37d9e49/learners,2023-07-17 22:15:07.544824+00
045a6e91-ba93-4b37-ad87-96430441b8b4d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-017424403d-7b8d-4c31-b44c-ff45429cee8c,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,04/30/23 05:00pm,Topher - DnD with Toph Sun Apr 30 @ 05:00pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:19:00+00,$72.80,4,https://outschool.com/sections/045a6e91-ba93-4b37-ad87-96430441b8b4/learners,2023-07-17 22:15:07.544824+00
cc540f49-2246-4f45-a34f-9570bade2a608c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-01e20a050d-36e5-46b5-954b-822318db2707,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,04/26/23 03:00am,Topher - DnD with Toph Wed Apr 26 @ 03:00am,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:20:00+00,$51.10,3,https://outschool.com/sections/cc540f49-2246-4f45-a34f-9570bade2a60/learners,2023-07-17 22:15:07.544824+00
cb116d0f-a31c-46b4-bf54-3dbaf2d66c168c85aa0e-f323-46b6-8ce4-9569bd6ab20125549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-01a0732139-f070-4e00-ae34-f8caa49993bd,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Waterdeep: Dragon Heist - Beginner Fantasy Campaign!,,,Europe/London,04/26/23 03:00pm,Topher - DnD with Toph Wed Apr 26 @ 03:00pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:20:00+00,$99.40,5,https://outschool.com/sections/cb116d0f-a31c-46b4-bf54-3dbaf2d66c16/learners,2023-07-17 22:15:07.544824+00
c6210594-64c3-422b-8a04-7f7c2092c5521a5cee71-5560-40af-84c2-4103f5ca376725549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-01906c774c-8f43-4dfa-88be-6593cb9a78af,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Red Wizards of Thay | As seen in the new D&D movie!,,,Europe/London,04/30/23 07:30pm,Topher - DnD with Toph Sun Apr 30 @ 07:30pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:20:00+00,$98.00,5,https://outschool.com/sections/c6210594-64c3-422b-8a04-7f7c2092c552/learners,2023-07-17 22:15:07.544824+00
7e82b256-aac6-4546-ad20-b9a8f47f6952d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-0105dba72f-581c-4dac-b1a9-f15a1034ac71,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,04/26/23 06:00pm,Topher - DnD with Toph Wed Apr 26 @ 06:00pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:21:00+00,$82.60,5,https://outschool.com/sections/7e82b256-aac6-4546-ad20-b9a8f47f6952/learners,2023-07-17 22:15:07.544824+00
81176abf-3ea3-44ef-9594-c8cab92401e153b512a9-d0e0-4dde-8c2f-28540936625725549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-01532ae3d3-13ce-4330-97e5-767f0ca4788b,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Ghosts of Saltmarsh - Beginner Pirate Sea Adventure!,,,Europe/London,04/29/23 06:00pm,Topher - DnD with Toph Sat Apr 29 @ 06:00pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:21:00+00,$19.60,1,https://outschool.com/sections/81176abf-3ea3-44ef-9594-c8cab92401e1/learners,2023-07-17 22:15:07.544824+00
18808019-2982-43f5-898e-67ec15af525d1a5cee71-5560-40af-84c2-4103f5ca376725549d5b-9c9f-4228-899b-fa89578c9cb42023-04-242023-05-0196344f2e-a93f-4bc4-9874-c22d4dcd03d4,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) Red Wizards of Thay | As seen in the new D&D movie!,,,Europe/London,04/29/23 03:30pm,Topher - DnD with Toph Sat Apr 29 @ 03:30pm,1.5000,paid,04/24/23-05/01/23,2023-05-07 09:23:00+00,$19.60,1,https://outschool.com/sections/18808019-2982-43f5-898e-67ec15af525d/learners,2023-07-17 22:15:07.544824+00
00668776-60ca-46d7-b5ac-b1c0d37d9e49d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-05-012023-05-0871b588be-d5bc-4fcf-97bb-dca4e588a93c,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,05/02/23 06:30pm,Topher - DnD with Toph Tue May 02 @ 06:30pm,1.5000,paid,05/01/23-05/08/23,2023-05-14 09:19:00+00,$35.70,2,https://outschool.com/sections/00668776-60ca-46d7-b5ac-b1c0d37d9e49/learners,2023-07-17 22:15:07.544824+00
045a6e91-ba93-4b37-ad87-96430441b8b4d44b896b-e4ef-47ae-b1b7-d2dd231ed20025549d5b-9c9f-4228-899b-fa89578c9cb42023-05-012023-05-0827519085-85fc-4941-9fed-0f0c50fd3df2,1,Topher - DnD with Toph,Dungeons and Dragons (D&D) The Wild Beyond - A Magical Campaign for Beginners!,,,Europe/London,05/07/23 05:00pm,Topher - DnD with Toph Sun May 07 @ 05:00pm,1.5000,paid,05/01/23-05/08/23,2023-05-14 09:19:00+00,$92.40,5,https://outschool.com/sections/045a6e91-ba93-4b37-ad87-96430441b8b4/learners,2023-07-17 22:15:07.544824+00
